Strain	Length	Experiment
MF220A	6.627305785	mono2
MF278	6.73914876	mono2
MF278	7.011975207	mono2
MF278	7.141181818	mono2
MF278	7.210958678	mono2
MF278	7.225942149	mono2
MF278	7.276677686	mono2
MF278	7.312702479	mono2
MF278	7.395958678	mono2
MF278	7.581140496	mono2
MF295	6.439793388	mono2
MF295	6.967115702	mono2
MF295	7.266876033	mono2
MF295	7.405545455	mono2
MF295	7.463181818	mono2
MF295	7.534909091	mono2
MF295	7.62814876	mono2
MF295	7.686107438	mono2
MF295	7.847413223	mono2
MF295	8.129247934	mono2
MF3	0.646528926	mono2
MF3	0.709975207	mono2
MF3	0.79338843	mono2
MF3	1.79353719	mono2
MF3	2.289603306	mono2
MF3	3.37353719	mono2
MF3	3.982793388	mono2
MF349	6.245033058	mono2
MF349	6.893677686	mono2
MF349	6.928900826	mono2
MF349	7.178363636	mono2
MF349	7.21185124	mono2
MF349	7.318082645	mono2
MF349	7.349892562	mono2
MF349	7.604785124	mono2
MF349	7.614520661	mono2
MF349	7.77185124	mono2
MF35	1.314983471	mono2
MF35	2.489363636	mono2
MF35	4.09931405	mono2
MF35	4.192719008	mono2
MF35	4.307561983	mono2
MF35	4.596413223	mono2
MF35	4.598090909	mono2
MF35	4.760330579	mono2
MF35	5.172256198	mono2
MF350	3.506752066	mono2
MF350	3.83977686	mono2
MF350	5.410413223	mono2
MF350	6.62892562	mono2
MF350	6.707652893	mono2
MF350	7.058280992	mono2
MF350	7.163404959	mono2
MF350	7.171809917	mono2
MF350	7.344867769	mono2
MF36	1.070719008	mono2
MF36	1.765214876	mono2
MF36	1.838892562	mono2
MF36	2.525644628	mono2
MF36	2.709752066	mono2
MF36	2.833396694	mono2
MF36	2.954157025	mono2
MF369	5.391347107	mono2
MF369	5.967950413	mono2
MF369	6.021322314	mono2
MF369	6.067545455	mono2
MF369	6.170768595	mono2
MF369	6.294297521	mono2
MF369	6.347297521	mono2
MF369	6.422586777	mono2
MF369	6.599371901	mono2
MF369	6.744214876	mono2
MF375	5.679471074	mono2
MF375	6.545644628	mono2
MF375	6.571793388	mono2
MF375	6.602909091	mono2
MF375	6.844504132	mono2
MF375	6.896842975	mono2
MF375	6.925570248	mono2
MF375	6.94577686	mono2
MF375	7.053231405	mono2
MF375	7.349768595	mono2
MF376	1.011644628	mono2
MF376	1.070429752	mono2
MF376	1.260107438	mono2
MF376	1.282991736	mono2
MF376	1.310066116	mono2
MF376	1.453421488	mono2
MF376	1.47107438	mono2
MF376	1.706404959	mono2
MF376	2.274578512	mono2
MF376	2.932338843	mono2
MF384	6.862132231	mono2
MF384	6.928950413	mono2
MF384	7.104942149	mono2
MF384	7.14877686	mono2
MF384	7.268404959	mono2
MF384	7.305859504	mono2
MF384	7.381694215	mono2
MF384	7.486801653	mono2
MF384	7.489553719	mono2
MF384	7.505842975	mono2
MF397	7.194355372	mono2
MF397	7.412355372	mono2
MF397	7.609991736	mono2
MF397	7.636768595	mono2
MF397	7.638942149	mono2
MF397	7.935785124	mono2
MF397	7.938570248	mono2
MF397	8.110165289	mono2
MF397	8.131099174	mono2
MF397	8.185157025	mono2
MF4	4.333173554	mono2
MF4	5.598363636	mono2
MF4	5.702966942	mono2
MF4	6.020760331	mono2
MF4	6.116785124	mono2
MF4	6.156157025	mono2
MF4	6.230842975	mono2
MF4	6.335909091	mono2
MF4	6.506454545	mono2
MF4	6.541413223	mono2
MF40	4.705520661	mono2
MF40	4.761942149	mono2
MF40	5.158512397	mono2
MF40	5.329256198	mono2
MF40	5.426636364	mono2
MF40	5.437900826	mono2
MF40	5.443264463	mono2
MF45	2.721628099	mono2
MF45	4.420809917	mono2
MF45	5.24461157	mono2
MF45	5.326421488	mono2
MF45	5.520082645	mono2
MF45	5.676818182	mono2
MF45	5.730867769	mono2
MF45	5.894884298	mono2
MF45	5.938884298	mono2
MF455	5.273140496	mono2
MF455	5.532256198	mono2
MF455	5.736702479	mono2
MF455	5.879859504	mono2
MF455	6.327661157	mono2
MF455	6.465363636	mono2
MF455	6.496958678	mono2
MF455	6.535512397	mono2
MF455	6.556628099	mono2
MF455	6.728636364	mono2
MF48	1.622272727	mono2
MF48	1.730198347	mono2
MF48	1.831487603	mono2
MF48	1.840619835	mono2
MF48	1.860694215	mono2
MF48	1.92446281	mono2
MF48	1.975528926	mono2
MF48	1.985553719	mono2
MF48	2.280991736	mono2
MF50	2.152892562	mono2
MF50	2.363710744	mono2
MF50	2.413	mono2
MF50	2.856520661	mono2
MF50	3.217123967	mono2
MF50	3.318429752	mono2
MF50	3.595041322	mono2
MF50	3.598371901	mono2
MF50	3.807867769	mono2
MF50	4.165876033	mono2
MF51	2.035479339	mono2
MF51	2.179842975	mono2
MF51	2.652892562	mono2
MF51	3.199884298	mono2
MF51	4.092785124	mono2
MF51	4.119958678	mono2
MF51	4.786727273	mono2
MF51	5.080710744	mono2
MF51	5.107677686	mono2
MF51	5.176297521	mono2
MF6	0.772181818	mono2
MF6	0.966942149	mono2
MF6	1.637115702	mono2
MF6	1.661157025	mono2
MF6	1.859669421	mono2
MF6	1.867586777	mono2
MF6	2.008264463	mono2
MF6	2.033661157	mono2
MF7	0.79338843	mono2
MF7	0.917355372	mono2
MF7	1.433090909	mono2
MF7	1.488429752	mono2
MF7	1.814157025	mono2
MF7	1.870049587	mono2
MF7	2.157024793	mono2
MF7	2.18477686	mono2
MF7	2.556008264	mono2
CL115	3.704264463	mono2
CL115	3.786900826	mono2
CL115	4.58785124	mono2
CL115	5.025966942	mono2
CL115	6.183305785	mono2
CL115	6.323528926	mono2
CL115	6.397363636	mono2
CL115	6.426272727	mono2
CL115	6.448809917	mono2
CL115	6.563834711	mono2
CL117	5.771322314	mono2
CL117	5.887115702	mono2
CL117	5.956661157	mono2
CL117	6.001280992	mono2
CL117	6.240942149	mono2
CL117	6.297809917	mono2
CL117	6.322512397	mono2
CL117	6.465702479	mono2
CL117	6.994545455	mono2
CL123	4.785702479	mono2
CL123	5.732636364	mono2
CL123	5.978495868	mono2
CL123	6.339842975	mono2
CL123	6.347545455	mono2
CL123	6.401495868	mono2
CL123	6.404809917	mono2
CL123	6.427991736	mono2
CL123	6.541413223	mono2
CL123	6.613099174	mono2
CL13	3.792661157	mono2
CL13	4.115181818	mono2
CL13	4.693884298	mono2
CL13	5.508652893	mono2
CL13	5.865198347	mono2
CL13	5.950669421	mono2
CL13	6.000305785	mono2
CL13	6.108033058	mono2
CL13	6.536479339	mono2
CL13	6.642595041	mono2
CL130	2.231404959	mono2
CL130	2.405082645	mono2
CL130	2.554198347	mono2
CL130	2.581487603	mono2
CL130	2.628099174	mono2
CL130	2.907603306	mono2
CL130	2.917834711	mono2
CL130	3.00092562	mono2
CL130	3.227809917	mono2
CL130	3.362586777	mono2
CL141A	5.237454545	mono2
CL141A	5.433826446	mono2
CL141A	5.53114876	mono2
CL141A	6.632958678	mono2
CL141A	6.803066116	mono2
CL141A	6.946487603	mono2
CL141A	6.954355372	mono2
CL141A	6.994545455	mono2
CL141A	7.035950413	mono2
CL141A	7.346752066	mono2
CL18	5.246363636	mono2
CL18	5.53692562	mono2
CL18	6.232809917	mono2
CL18	6.273165289	mono2
CL18	6.422256198	mono2
CL18	6.455619835	mono2
CL18	6.503859504	mono2
CL18	6.773132231	mono2
CL18	6.883909091	mono2
CL18	6.903966942	mono2
CL18	6.942190083	mono2
CL25	3.277603306	mono2
CL25	5.509099174	mono2
CL25	5.614049587	mono2
CL25	5.754041322	mono2
CL25	6.21438843	mono2
CL25	6.272140496	mono2
CL25	6.296785124	mono2
CL25	6.396694215	mono2
CL4	3.850966942	mono2
CL4	4.361735537	mono2
CL4	5.191239669	mono2
CL4	5.218760331	mono2
CL4	5.269338843	mono2
CL4	5.479338843	mono2
CL4	5.65485124	mono2
CL4	6.25285124	mono2
CL4	6.389289256	mono2
CL52	0.719008264	mono2
CL52	0.992041322	mono2
CL52	1.016528926	mono2
CL52	1.38931405	mono2
CL52	1.45522314	mono2
CL52	1.512603306	mono2
CL52	1.610041322	mono2
CL52	1.702280992	mono2
CL52	1.785123967	mono2
CL52	2.207867769	mono2
CL72	0.570785124	mono2
CL72	0.595041322	mono2
CL72	0.799561983	mono2
CL72	0.867768595	mono2
CL72	1.066115702	mono2
CL72	1.115702479	mono2
CL72	1.199347107	mono2
CL72	1.215884298	mono2
CL72	1.393950413	mono2
CL72	1.416702479	mono2
CL73	5.68114876	mono2
CL73	6.419909091	mono2
CL73	6.694628099	mono2
CL73	6.971355372	mono2
CL73	7.047652893	mono2
CL73	7.058760331	mono2
CL73	7.10822314	mono2
CL73	7.162371901	mono2
CL73	7.371603306	mono2
CL73	7.538206612	mono2
CL81	4.488421488	mono2
CL81	6.495016529	mono2
CL81	6.701049587	mono2
CL81	6.850561983	mono2
CL81	7.472190083	mono2
CL81	7.704363636	mono2
CL81	7.733190083	mono2
CL81	7.859504132	mono2
CL81	7.907578512	mono2
CL81	8.186553719	mono2
CL9	5.604677686	mono2
CL9	5.914041322	mono2
CL9	5.951702479	mono2
CL9	6.111157025	mono2
CL9	6.124768595	mono2
CL9	6.179272727	mono2
CL9	6.338239669	mono2
CL9	6.34885124	mono2
CL9	6.396504132	mono2
CL9	6.46931405	mono2
CL91	0.366066116	mono2
CL91	0.570247934	mono2
CL91	0.743801653	mono2
CL91	0.842975207	mono2
CL91	0.842975207	mono2
CL91	1.190082645	mono2
CL91	1.243628099	mono2
CL91	1.268347107	mono2
CL91	1.396380165	mono2
CL91	1.686132231	mono2
CL96	6.069727273	mono2
CL96	7.716644628	mono2
CL96	8.089256198	mono2
CL96	8.107586777	mono2
CL96	8.190752066	mono2
CL96	8.258396694	mono2
CL96	8.259471074	mono2
CL96	8.358752066	mono2
CL96	8.409198347	mono2
MF103	3.856471074	mono2
MF103	7.186016529	mono2
MF103	7.423661157	mono2
MF103	7.86653719	mono2
MF103	8.028041322	mono2
MF103	8.093628099	mono2
MF103	8.264380165	mono2
MF103	8.27092562	mono2
MF103	8.471214876	mono2
MF103	8.485355372	mono2
MF105	6.220371901	mono2
MF105	6.224322314	mono2
MF105	6.763867769	mono2
MF105	7.36931405	mono2
MF105	7.692347107	mono2
MF105	7.734785124	mono2
MF105	7.820338843	mono2
MF105	7.837884298	mono2
MF105	7.92031405	mono2
MF105	8.152652893	mono2
MF106	0.999454545	mono2
MF106	2.160297521	mono2
MF106	2.307247934	mono2
MF106	2.426330579	mono2
MF106	2.503520661	mono2
MF106	2.686966942	mono2
MF106	2.721628099	mono2
MF106	2.727272727	mono2
MF106	2.820132231	mono2
MF106	2.858132231	mono2
MF107	2.18407438	mono2
MF107	2.31907438	mono2
MF107	3.225520661	mono2
MF107	3.373355372	mono2
MF107	3.376727273	mono2
MF107	3.524239669	mono2
MF107	3.644966942	mono2
MF107	3.74585124	mono2
MF107	3.848090909	mono2
MF107	3.944958678	mono2
MF112	2.469652893	mono2
MF112	7.018677686	mono2
MF112	7.070768595	mono2
MF112	7.243917355	mono2
MF112	7.327652893	mono2
MF112	7.429785124	mono2
MF112	7.470669421	mono2
MF112	7.818256198	mono2
MF112	7.833338843	mono2
MF112	7.863570248	mono2
MF123	4.886561983	mono2
MF123	5.457082645	mono2
MF123	5.553942149	mono2
MF123	5.605115702	mono2
MF123	5.736066116	mono2
MF123	5.817157025	mono2
MF123	5.883975207	mono2
MF123	6.155950413	mono2
MF123	6.322752066	mono2
MF123	6.575157025	mono2
MF125	3.759859504	mono2
MF125	4.34231405	mono2
MF125	4.564404959	mono2
MF125	4.69014876	mono2
MF125	4.716024793	mono2
MF125	4.883231405	mono2
MF125	4.911090909	mono2
MF125	5.082884298	mono2
MF125	5.103165289	mono2
MF125	5.322504132	mono2
MF136	4.502983471	mono2
MF136	4.761363636	mono2
MF136	4.85292562	mono2
MF136	5.237743802	mono2
MF136	5.256727273	mono2
MF136	5.259760331	mono2
MF136	5.355884298	mono2
MF136	5.368785124	mono2
MF136	5.369413223	mono2
MF136	5.558198347	mono2
MF138	4.562049587	mono2
MF138	5.108702479	mono2
MF138	5.281512397	mono2
MF138	5.284719008	mono2
MF138	5.336338843	mono2
MF138	5.338876033	mono2
MF138	5.358181818	mono2
MF138	5.397049587	mono2
MF138	5.486909091	mono2
MF138	5.853809917	mono2
MF140	5.120297521	mono2
MF140	5.455669421	mono2
MF140	5.53114876	mono2
MF140	5.582041322	mono2
MF140	5.640264463	mono2
MF140	5.664892562	mono2
MF140	5.706247934	mono2
MF140	5.933289256	mono2
MF140	6.016983471	mono2
MF140	6.055528926	mono2
MF143	5.714595041	mono2
MF143	5.785363636	mono2
MF143	5.810595041	mono2
MF143	5.816942149	mono2
MF143	5.827768595	mono2
MF143	5.88361157	mono2
MF143	6.024586777	mono2
MF143	6.122809917	mono2
MF143	6.318570248	mono2
MF143	6.623917355	mono2
MF166A	4.687983471	mono2
MF166A	5.99246281	mono2
MF166A	6.140206612	mono2
MF166A	6.199735537	mono2
MF166A	6.25668595	mono2
MF166A	6.325859504	mono2
MF166A	6.332033058	mono2
MF166A	6.346578512	mono2
MF166A	6.395008264	mono2
MF166A	6.554702479	mono2
MF178	4.538272727	mono2
MF178	4.856280992	mono2
MF178	4.997330579	mono2
MF178	5.144132231	mono2
MF178	5.65485124	mono2
MF178	5.905041322	mono2
MF178	6.029892562	mono2
MF178	6.191652893	mono2
MF178	6.252900826	mono2
MF178	6.607239669	mono2
MF181	6.532338843	mono2
MF181	6.568140496	mono2
MF181	6.827958678	mono2
MF181	6.938826446	mono2
MF181	7.016181818	mono2
MF181	7.110520661	mono2
MF181	7.37168595	mono2
MF181	7.387099174	mono2
MF181	7.892909091	mono2
MF196	6.121355372	mono2
MF196	6.399958678	mono2
MF196	6.430719008	mono2
MF196	6.544140496	mono2
MF196	6.611289256	mono2
MF196	6.611289256	mono2
MF196	6.615140496	mono2
MF196	6.67292562	mono2
MF196	6.802479339	mono2
MF196	7.255487603	mono2
MF212	3.903917355	mono2
MF212	4.989570248	mono2
MF212	6.054107438	mono2
MF212	6.296396694	mono2
MF212	6.329115702	mono2
MF212	6.365917355	mono2
MF212	6.506454545	mono2
MF212	6.671677686	mono2
MF212	6.685991736	mono2
MF212	6.69568595	mono2
MF215	3.768677686	mono2
MF215	4.235900826	mono2
MF215	4.24553719	mono2
MF215	4.339694215	mono2
MF215	4.689165289	mono2
MF215	4.76446281	mono2
MF215	4.978719008	mono2
MF215	5.057429752	mono2
MF215	5.505528926	mono2
MF215	5.666793388	mono2
MF217	5.793809917	mono2
MF217	5.96614876	mono2
MF217	6.049438017	mono2
MF217	6.155256198	mono2
MF217	6.185438017	mono2
MF217	6.242867769	mono2
MF217	6.315115702	mono2
MF217	6.447520661	mono2
MF217	6.814933884	mono2
MF217	6.894702479	mono2
MF22	5.421371901	mono2
MF22	5.551115702	mono2
MF22	5.584016529	mono2
MF22	5.771322314	mono2
MF22	5.882355372	mono2
MF22	5.905041322	mono2
MF22	5.963619835	mono2
MF22	6.049586777	mono2
MF22	6.121355372	mono2
MF22	6.269586777	mono2
MF259	4.193677686	mono2
MF259	5.560413223	mono2
MF259	5.68114876	mono2
MF259	5.719966942	mono2
MF259	5.835355372	mono2
MF259	5.863049587	mono2
MF259	5.876867769	mono2
MF259	5.979371901	mono2
MF259	6.081661157	mono2
MF259	6.258991736	mono2
MF27	5.257661157	mono2
MF27	5.286809917	mono2
MF27	5.363628099	mono2
MF27	5.380619835	mono2
MF27	5.55338843	mono2
MF27	5.628975207	mono2
MF27	5.690396694	mono2
MF27	5.699297521	mono2
MF27	5.87661157	mono2
MF27	5.902132231	mono2
MF28	5.331272727	mono2
MF28	5.742760331	mono2
MF28	5.767487603	mono2
MF28	5.962024793	mono2
MF28	6.02561157	mono2
MF28	6.150008264	mono2
MF28	6.299280992	mono2
MF28	6.302396694	mono2
MF28	6.384239669	mono2
MF28	6.422256198	mono2
MF299	5.435413223	mono2
MF299	5.454545455	mono2
MF299	5.649900826	mono2
MF299	5.776909091	mono2
MF299	5.793809917	mono2
MF299	5.828347107	mono2
MF299	5.900876033	mono2
MF299	5.901661157	mono2
MF299	5.983586777	mono2
MF299	6.024842975	mono2
MF303	2.60885124	mono2
MF303	2.850809917	mono2
MF303	3.466289256	mono2
MF303	3.679545455	mono2
MF303	3.778454545	mono2
MF303	3.854471074	mono2
MF303	3.896347107	mono2
MF303	3.945578512	mono2
MF303	4.166471074	mono2
MF303	4.296132231	mono2
MF322	4.638752066	mono2
MF322	4.958735537	mono2
MF322	4.987413223	mono2
MF322	5.013231405	mono2
MF322	5.157975207	mono2
MF322	5.36231405	mono2
MF322	5.363628099	mono2
MF322	5.531652893	mono2
MF322	5.652892562	mono2
MF322	5.878595041	mono2
MF329	3.885603306	mono2
MF329	4.853049587	mono2
MF329	5.058826446	mono2
MF329	5.288033058	mono2
MF329	5.309487603	mono2
MF329	5.315561983	mono2
MF329	5.505024793	mono2
MF329	5.508933884	mono2
MF329	5.603363636	mono2
MF329	5.734991736	mono2
MF331	5.84014876	mono2
MF331	6.174	mono2
MF331	6.207115702	mono2
MF331	6.364561983	mono2
MF331	6.399628099	mono2
MF331	6.455619835	mono2
MF331	6.539297521	mono2
MF331	6.546206612	mono2
MF331	6.611289256	mono2
MF331	7.105157025	mono2
MF332	4.435727273	mono2
MF332	5.403421488	mono2
MF332	5.56968595	mono2
MF332	5.677033058	mono2
MF332	5.988363636	mono2
MF332	6.000049587	mono2
MF332	6.074380165	mono2
MF332	6.075644628	mono2
MF332	6.216818182	mono2
MF332	6.294297521	mono2
MF333	5.845561983	mono2
MF333	6.191504132	mono2
MF333	6.36277686	mono2
MF333	6.458669421	mono2
MF333	6.476958678	mono2
MF333	6.524479339	mono2
MF333	6.725958678	mono2
MF333	6.75477686	mono2
MF333	6.81331405	mono2
MF333	6.842975207	mono2
MF351	4.680173554	mono2
MF351	6.187677686	mono2
MF351	6.19661157	mono2
MF351	6.23222314	mono2
MF351	6.371900826	mono2
MF351	6.593454545	mono2
MF351	6.619652893	mono2
MF351	6.669603306	mono2
MF351	6.892603306	mono2
MF351	6.924859504	mono2
MF366	3.061256198	mono2
MF366	3.209950413	mono2
MF366	3.383636364	mono2
MF366	3.405644628	mono2
MF366	3.416991736	mono2
MF374	5.55377686	mono2
MF374	5.731619835	mono2
MF374	5.804933884	mono2
MF374	5.901297521	mono2
MF374	5.926082645	mono2
MF374	6.239123967	mono2
MF374	6.347297521	mono2
MF374	6.396743802	mono2
MF374	6.49614876	mono2
MF374	6.541413223	mono2
MF41	7.113322314	mono2
MF41	7.154429752	mono2
MF41	7.267553719	mono2
MF41	7.282719008	mono2
MF41	7.37868595	mono2
MF41	7.459181818	mono2
MF41	7.538578512	mono2
MF41	7.798297521	mono2
MF41	7.812082645	mono2
MF41	7.838553719	mono2
MF451	7.167347107	mono2
MF451	7.517471074	mono2
MF451	7.668892562	mono2
MF451	7.736330579	mono2
MF451	7.756049587	mono2
MF451	7.77746281	mono2
MF451	7.910024793	mono2
MF451	7.946429752	mono2
MF451	7.980619835	mono2
MF451	8.512512397	mono2
MF453	6.144008264	mono2
MF453	6.572446281	mono2
MF453	7.108834711	mono2
MF453	7.121917355	mono2
MF453	7.146859504	mono2
MF453	7.303958678	mono2
MF453	7.864661157	mono2
MF453	7.948280992	mono2
MF453	8.116793388	mono2
MF453	8.143867769	mono2
MF491	1.091190083	mono2
MF491	1.290206612	mono2
MF491	1.314983471	mono2
MF491	1.317785124	mono2
MF491	1.338842975	mono2
MF491	1.344570248	mono2
MF491	1.390644628	mono2
MF491	1.517471074	mono2
MF491	1.614619835	mono2
MF491	1.710743802	mono2
MF499	6.42153719	mono2
MF499	6.694396694	mono2
MF499	7.04568595	mono2
MF499	7.07046281	mono2
MF499	7.365140496	mono2
MF499	7.367809917	mono2
MF499	7.41322314	mono2
MF499	7.579884298	mono2
MF5	4.445280992	mono2
MF5	6.904190083	mono2
MF5	7.031190083	mono2
MF5	7.385099174	mono2
MF5	7.454694215	mono2
MF5	7.548677686	mono2
MF5	7.600256198	mono2
MF5	7.653892562	mono2
MF5	7.860752066	mono2
MF5	7.916818182	mono2
MF69	6.767867769	mono2
MF69	7.037173554	mono2
MF69	7.085876033	mono2
MF69	7.143809917	mono2
MF69	7.198454545	mono2
MF69	7.202380165	mono2
MF69	7.233595041	mono2
MF69	7.620446281	mono2
MF69	7.629636364	mono2
MF69	7.688347107	mono2
MF72	6.451330579	mono2
MF72	6.894743802	mono2
MF72	6.992132231	mono2
MF72	7.018107438	mono2
MF72	7.093033058	mono2
MF72	7.220669421	mono2
MF72	7.29077686	mono2
MF72	7.468082645	mono2
MF72	7.573719008	mono2
MF72	7.573719008	mono2
MF79	3.982793388	mono2
MF79	5.868231405	mono2
MF79	5.937280992	mono2
MF79	6.089694215	mono2
MF79	6.101892562	mono2
MF79	6.248033058	mono2
MF79	6.302057851	mono2
MF79	6.458900826	mono2
MF79	6.498371901	mono2
MF79	6.701239669	mono2
MF95	6.239123967	mono2
MF95	6.25314876	mono2
MF95	6.283347107	mono2
MF95	6.321099174	mono2
MF95	6.322702479	mono2
MF95	6.50777686	mono2
MF95	6.536479339	mono2
MF95	6.668495868	mono2
MF95	6.806677686	mono2
MF95	6.807396694	mono2
CL116	6.193438017	mono2
CL116	6.72285124	mono2
CL116	6.750363636	mono2
CL116	6.892966942	mono2
CL116	6.894743802	mono2
CL116	6.961644628	mono2
CL116	7.021826446	mono2
CL116	7.069636364	mono2
CL116	7.19114876	mono2
CL116	7.528743802	mono2
CL125	6.283743802	mono2
CL125	6.823991736	mono2
CL125	6.892743802	mono2
CL125	6.932578512	mono2
CL125	7.093380165	mono2
CL125	7.095239669	mono2
CL125	7.365347107	mono2
CL125	7.38431405	mono2
CL125	7.48846281	mono2
CL126	6.16	mono2
CL126	6.547190083	mono2
CL126	6.656181818	mono2
CL126	6.924991736	mono2
CL126	6.995297521	mono2
CL126	7.00285124	mono2
CL126	7.067330579	mono2
CL126	7.089090909	mono2
CL126	7.097057851	mono2
CL126	7.104983471	mono2
CL129	6.274487603	mono2
CL129	7.283016529	mono2
CL129	7.317702479	mono2
CL129	7.636884298	mono2
CL129	7.658107438	mono2
CL129	7.828586777	mono2
CL129	7.833338843	mono2
CL129	7.978545455	mono2
CL129	8.40492562	mono2
CL136	6.580768595	mono2
CL136	7.154471074	mono2
CL136	7.217644628	mono2
CL136	7.344867769	mono2
CL136	7.40853719	mono2
CL136	7.548966942	mono2
CL136	7.569090909	mono2
CL136	7.63	mono2
