Length	SynCom	Experiment	Condition	Rep
6.332132231	Full	Biotic	d	Rep1
6.557504132	Full	Biotic	d	Rep1
6.141132231	Full	Biotic	d	Rep1
6.141132231	Full	Biotic	d	Rep1
6.309983471	Full	Biotic	d	Rep1
6.166016529	Full	Biotic	d	Rep1
6.78477686	Full	Biotic	d	Rep1
6.651818182	Full	Biotic	d	Rep1
6.150206612	Full	Biotic	d	Rep1
7.187950413	Full	Biotic	d	Rep1
7.609570248	Full	Biotic	d	Rep1
7.155190083	Full	Biotic	d	Rep1
6.394049587	Full	Biotic	d	Rep1
6.821066116	Full	Biotic	c	Rep1
7.047603306	Full	Biotic	c	Rep1
7.459181818	Full	Biotic	c	Rep1
7.218322314	Full	Biotic	c	Rep1
5.201	Full	Biotic	c	Rep1
5.939760331	Full	Biotic	c	Rep1
5.391123967	Full	Biotic	c	Rep1
6.994545455	Full	Biotic	c	Rep1
6.397123967	Full	Biotic	c	Rep1
6.037842975	Full	Biotic	c	Rep1
6.677206612	Full	Biotic	c	Rep1
7.168033058	Full	Biotic	c	Rep1
7.09546281	Full	Biotic	c	Rep1
7.163404959	Full	Biotic	c	Rep1
7.903842975	Full	Biotic	c	Rep1
6.972016529	Full	Biotic	c	Rep1
7.07207438	Full	Biotic	c	Rep1
6.996702479	Full	Biotic	c	Rep1
6.472264463	Full	Biotic	c	Rep1
2.289603306	DOV	Biotic	c	Rep1
2.352917355	DOV	Biotic	c	Rep1
3.282107438	DOV	Biotic	c	Rep1
3.097793388	DOV	Biotic	c	Rep1
3.411570248	DOV	Biotic	c	Rep1
3.947090909	DOV	Biotic	c	Rep1
2.991917355	DOV	Biotic	c	Rep1
2.991917355	DOV	Biotic	c	Rep1
1.493471074	DOV	Biotic	c	Rep1
1.599471074	DOV	Biotic	c	Rep1
1.720280992	DOV	Biotic	c	Rep1
3.375181818	DOV	Biotic	c	Rep1
1.250636364	DOV	Biotic	c	Rep1
2.816958678	DOV	Biotic	c	Rep1
3.160528926	DOV	Biotic	c	Rep1
3.227371901	DOV	Biotic	c	Rep1
2.544487603	DOV	Biotic	c	Rep1
3.076553719	DOV	Biotic	c	Rep1
3.008669421	DOV	Biotic	c	Rep1
1.702479339	DOV	Biotic	c	Rep1
4.748289256	Full	Biotic	a	Rep1
5.341297521	Full	Biotic	a	Rep1
6.032495868	Full	Biotic	a	Rep1
5.882297521	Full	Biotic	a	Rep1
5.498545455	Full	Biotic	a	Rep1
6.525322314	Full	Biotic	a	Rep1
5.80092562	Full	Biotic	a	Rep1
6.00946281	Full	Biotic	a	Rep1
4.521677686	Full	Biotic	a	Rep1
6.255231405	Full	Biotic	a	Rep1
6.246727273	Full	Biotic	a	Rep1
5.663057851	Full	Biotic	a	Rep1
5.85385124	Full	Biotic	a	Rep1
6.428305785	Full	Biotic	a	Rep1
5.23538843	Full	Biotic	a	Rep1
5.050190083	DOV	Biotic	a	Rep1
5.197157025	DOV	Biotic	a	Rep1
5.558644628	DOV	Biotic	a	Rep1
3.502892562	DOV	Biotic	a	Rep1
3.91531405	DOV	Biotic	a	Rep1
5.253975207	DOV	Biotic	a	Rep1
4.93892562	DOV	Biotic	a	Rep1
5.133909091	DOV	Biotic	a	Rep1
4.246909091	DOV	Biotic	a	Rep1
4.168900826	DOV	Biotic	a	Rep1
4.339975207	DOV	Biotic	a	Rep1
4.933884298	DOV	Biotic	a	Rep1
4.289900826	DOV	Biotic	a	Rep1
5.686123967	DOV	Biotic	a	Rep1
5.758528926	DOV	Biotic	a	Rep1
6.021322314	DOV	Biotic	a	Rep1
5.64614876	DOV	Biotic	a	Rep1
5.086090909	DOV	Biotic	a	Rep1
4.67438843	DOV	Biotic	a	Rep1
6.6379	Full	TotalRootNetwork	Control	Rep2
6.5363	Full	TotalRootNetwork	Control	Rep2
6.2823	Full	TotalRootNetwork	Control	Rep2
6.8749	Full	TotalRootNetwork	Control	Rep2
4.3011	Full	TotalRootNetwork	Control	Rep2
5.0631	Full	TotalRootNetwork	Control	Rep2
4.1656	Full	TotalRootNetwork	Control	Rep2
5.4356	Full	TotalRootNetwork	Control	Rep2
6.0113	Full	TotalRootNetwork	Control	Rep2
6.858	Full	TotalRootNetwork	Control	Rep2
6.6548	Full	TotalRootNetwork	Control	Rep2
7.0443	Full	TotalRootNetwork	Control	Rep2
6.6209	Full	TotalRootNetwork	Control	Rep2
7.4337	Full	TotalRootNetwork	Control	Rep2
7.1459	Full	TotalRootNetwork	Control	Rep2
4.6228	Full	TotalRootNetwork	Control	Rep2
5.6557	Full	TotalRootNetwork	Control	Rep2
6.2992	Full	TotalRootNetwork	-P	Rep2
5.4356	Full	TotalRootNetwork	-P	Rep2
6.35	Full	TotalRootNetwork	-P	Rep2
5.9436	Full	TotalRootNetwork	-P	Rep2
6.7225	Full	TotalRootNetwork	-P	Rep2
6.604	Full	TotalRootNetwork	-P	Rep2
6.9765	Full	TotalRootNetwork	-P	Rep2
6.8749	Full	TotalRootNetwork	-P	Rep2
6.1129	Full	TotalRootNetwork	-P	Rep2
6.1468	Full	TotalRootNetwork	-P	Rep2
7.0781	Full	TotalRootNetwork	-P	Rep2
5.0123	Full	TotalRootNetwork	-P	Rep2
5.8251	Full	TotalRootNetwork	-P	Rep2
2.7432	Full	TotalRootNetwork	Na	Rep2
3.2343	Full	TotalRootNetwork	Na	Rep2
3.3528	Full	TotalRootNetwork	Na	Rep2
3.0649	Full	TotalRootNetwork	Na	Rep2
3.1835	Full	TotalRootNetwork	Na	Rep2
2.7601	Full	TotalRootNetwork	Na	Rep2
3.3528	Full	TotalRootNetwork	Na	Rep2
3.3867	Full	TotalRootNetwork	Na	Rep2
3.1157	Full	TotalRootNetwork	Na	Rep2
2.54	Full	TotalRootNetwork	Na	Rep2
2.7093	Full	TotalRootNetwork	Na	Rep2
1.9135	Full	TotalRootNetwork	Na	Rep2
4.3349	Full	TotalRootNetwork	31deg	Rep2
5.4356	Full	TotalRootNetwork	31deg	Rep2
4.5551	Full	TotalRootNetwork	31deg	Rep2
4.9276	Full	TotalRootNetwork	31deg	Rep2
6.2992	Full	TotalRootNetwork	31deg	Rep2
6.1637	Full	TotalRootNetwork	31deg	Rep2
5.1985	Full	TotalRootNetwork	31deg	Rep2
6.8749	Full	TotalRootNetwork	31deg	Rep2
5.08	Full	TotalRootNetwork	31deg	Rep2
5.4864	Full	TotalRootNetwork	31deg	Rep2
5.9436	Full	TotalRootNetwork	31deg	Rep2
6.1299	Full	TotalRootNetwork	31deg	Rep2
5.1308	Full	TotalRootNetwork	31deg	Rep2
5.3848	Full	TotalRootNetwork	31deg	Rep2
5.2832	Full	TotalRootNetwork	31deg	Rep2
3.3189	Full	TotalRootNetwork	pH8.2	Rep2
3.7253	Full	TotalRootNetwork	pH8.2	Rep2
3.4205	Full	TotalRootNetwork	pH8.2	Rep2
4.5381	Full	TotalRootNetwork	pH8.2	Rep2
3.7423	Full	TotalRootNetwork	pH8.2	Rep2
3.4205	Full	TotalRootNetwork	pH8.2	Rep2
3.1157	Full	TotalRootNetwork	pH8.2	Rep2
4.5381	Full	TotalRootNetwork	pH8.2	Rep2
4.8768	Full	TotalRootNetwork	pH8.2	Rep2
4.9615	Full	TotalRootNetwork	pH8.2	Rep2
4.7413	Full	TotalRootNetwork	pH8.2	Rep2
4.8599	Full	TotalRootNetwork	pH8.2	Rep2
3.8439	Full	TotalRootNetwork	pH8.2	Rep2
5.0292	Full	TotalRootNetwork	pH8.2	Rep2
3.81	Full	TotalRootNetwork	pH8.2	Rep2
4.9276	Full	TotalRootNetwork	pH8.2	Rep2
3.81	Full	TotalRootNetwork	pH8.2	Rep2
3.8439	Full	TotalRootNetwork	pH8.2	Rep2
2.3707	Full	TotalRootNetwork	MS	Rep2
4.5381	Full	TotalRootNetwork	MS	Rep2
6.6209	Full	TotalRootNetwork	MS	Rep2
4.8768	Full	TotalRootNetwork	MS	Rep2
8.0941	Full	TotalRootNetwork	MS	Rep2
4.6905	Full	TotalRootNetwork	MS	Rep2
6.5871	Full	TotalRootNetwork	MS	Rep2
4.064	Full	TotalRootNetwork	MS	Rep2
4.8091	Full	TotalRootNetwork	MS	Rep2
4.2841	Full	TotalRootNetwork	MS	Rep2
4.1487	Full	TotalRootNetwork	MS	Rep2
4.1995	Full	TotalRootNetwork	MS	Rep2
4.3688	Full	TotalRootNetwork	MS	Rep2
4.2333	DOV	TotalRootNetwork	Control	Rep2
5.8081	DOV	TotalRootNetwork	Control	Rep2
6.1807	DOV	TotalRootNetwork	Control	Rep2
5.6388	DOV	TotalRootNetwork	Control	Rep2
5.4864	DOV	TotalRootNetwork	Control	Rep2
5.4525	DOV	TotalRootNetwork	Control	Rep2
4.9615	DOV	TotalRootNetwork	Control	Rep2
4.6059	DOV	TotalRootNetwork	Control	Rep2
5.7573	DOV	TotalRootNetwork	Control	Rep2
4.4027	DOV	TotalRootNetwork	Control	Rep2
4.6397	DOV	TotalRootNetwork	Control	Rep2
5.2493	DOV	TotalRootNetwork	Control	Rep2
4.5212	DOV	TotalRootNetwork	Control	Rep2
7.2136	DOV	TotalRootNetwork	Control	Rep2
6.1129	DOV	TotalRootNetwork	Control	Rep2
4.9445	DOV	TotalRootNetwork	Control	Rep2
5.08	DOV	TotalRootNetwork	Control	Rep2
4.5043	DOV	TotalRootNetwork	Control	Rep2
3.2343	DOV	TotalRootNetwork	Control	Rep2
4.6905	DOV	TotalRootNetwork	-P	Rep2
6.2823	DOV	TotalRootNetwork	-P	Rep2
5.3679	DOV	TotalRootNetwork	-P	Rep2
3.4375	DOV	TotalRootNetwork	-P	Rep2
4.1995	DOV	TotalRootNetwork	-P	Rep2
5.2832	DOV	TotalRootNetwork	-P	Rep2
6.2315	DOV	TotalRootNetwork	-P	Rep2
5.0292	DOV	TotalRootNetwork	-P	Rep2
6.35	DOV	TotalRootNetwork	-P	Rep2
6.9765	DOV	TotalRootNetwork	-P	Rep2
6.1468	DOV	TotalRootNetwork	-P	Rep2
7.0951	DOV	TotalRootNetwork	-P	Rep2
7.2136	DOV	TotalRootNetwork	-P	Rep2
7.2644	DOV	TotalRootNetwork	-P	Rep2
3.2851	DOV	TotalRootNetwork	Na	Rep2
3.2173	DOV	TotalRootNetwork	Na	Rep2
3.0649	DOV	TotalRootNetwork	Na	Rep2
2.794	DOV	TotalRootNetwork	Na	Rep2
2.9464	DOV	TotalRootNetwork	Na	Rep2
2.9633	DOV	TotalRootNetwork	Na	Rep2
3.1665	DOV	TotalRootNetwork	Na	Rep2
2.6755	DOV	TotalRootNetwork	Na	Rep2
3.9285	DOV	TotalRootNetwork	Na	Rep2
3.9963	DOV	TotalRootNetwork	Na	Rep2
4.6736	DOV	TotalRootNetwork	31deg	Rep2
5.1816	DOV	TotalRootNetwork	31deg	Rep2
6.096	DOV	TotalRootNetwork	31deg	Rep2
6.2653	DOV	TotalRootNetwork	31deg	Rep2
5.5033	DOV	TotalRootNetwork	31deg	Rep2
5.7404	DOV	TotalRootNetwork	31deg	Rep2
4.572	DOV	TotalRootNetwork	31deg	Rep2
4.4196	DOV	TotalRootNetwork	31deg	Rep2
5.6727	DOV	TotalRootNetwork	31deg	Rep2
4.9953	DOV	TotalRootNetwork	31deg	Rep2
5.3679	DOV	TotalRootNetwork	31deg	Rep2
4.826	DOV	TotalRootNetwork	31deg	Rep2
4.9107	DOV	TotalRootNetwork	31deg	Rep2
5.6727	DOV	TotalRootNetwork	31deg	Rep2
5.1477	DOV	TotalRootNetwork	31deg	Rep2
3.7761	DOV	TotalRootNetwork	31deg	Rep2
5.4864	DOV	TotalRootNetwork	31deg	Rep2
6.0452	DOV	TotalRootNetwork	31deg	Rep2
4.2333	DOV	TotalRootNetwork	pH8.2	Rep2
3.6237	DOV	TotalRootNetwork	pH8.2	Rep2
3.7931	DOV	TotalRootNetwork	pH8.2	Rep2
3.6915	DOV	TotalRootNetwork	pH8.2	Rep2
4.1825	DOV	TotalRootNetwork	pH8.2	Rep2
3.6407	DOV	TotalRootNetwork	pH8.2	Rep2
3.7084	DOV	TotalRootNetwork	pH8.2	Rep2
3.9455	DOV	TotalRootNetwork	pH8.2	Rep2
3.9285	DOV	TotalRootNetwork	pH8.2	Rep2
3.7423	DOV	TotalRootNetwork	pH8.2	Rep2
4.0471	DOV	TotalRootNetwork	pH8.2	Rep2
4.8768	DOV	TotalRootNetwork	pH8.2	Rep2
2.5061	DOV	TotalRootNetwork	pH8.2	Rep2
3.4544	DOV	TotalRootNetwork	pH8.2	Rep2
3.9455	DOV	TotalRootNetwork	pH8.2	Rep2
4.3011	DOV	TotalRootNetwork	pH8.2	Rep2
3.81	DOV	TotalRootNetwork	pH8.2	Rep2
3.4713	DOV	TotalRootNetwork	pH8.2	Rep2
3.6745	DOV	TotalRootNetwork	pH8.2	Rep2
3.6237	DOV	TotalRootNetwork	MS	Rep2
2.8617	DOV	TotalRootNetwork	MS	Rep2
2.9295	DOV	TotalRootNetwork	MS	Rep2
2.3876	DOV	TotalRootNetwork	MS	Rep2
3.4036	DOV	TotalRootNetwork	MS	Rep2
3.2004	DOV	TotalRootNetwork	MS	Rep2
3.5391	DOV	TotalRootNetwork	MS	Rep2
8.1788	NB	TotalRootNetwork	Control	Rep2
7.62	NB	TotalRootNetwork	Control	Rep2
5.5372	NB	TotalRootNetwork	Control	Rep2
7.7893	NB	TotalRootNetwork	Control	Rep2
7.1967	NB	TotalRootNetwork	Control	Rep2
7.4168	NB	TotalRootNetwork	Control	Rep2
8.0095	NB	TotalRootNetwork	Control	Rep2
8.2804	NB	TotalRootNetwork	Control	Rep2
7.4507	NB	TotalRootNetwork	Control	Rep2
7.8232	NB	TotalRootNetwork	Control	Rep2
8.1619	NB	TotalRootNetwork	Control	Rep2
3.5391	NB	TotalRootNetwork	Control	Rep2
7.5861	NB	TotalRootNetwork	Control	Rep2
7.3829	NB	TotalRootNetwork	Control	Rep2
8.4159	NB	TotalRootNetwork	Control	Rep2
8.3143	NB	TotalRootNetwork	Control	Rep2
4.2164	NB	TotalRootNetwork	Control	Rep2
6.0113	NB	TotalRootNetwork	Control	Rep2
7.4676	NB	TotalRootNetwork	Control	Rep2
8.1111	NB	TotalRootNetwork	Control	Rep2
5.1985	NB	TotalRootNetwork	Control	Rep2
8.4667	NB	TotalRootNetwork	Control	Rep2
8.4836	NB	TotalRootNetwork	-P	Rep2
6.5193	NB	TotalRootNetwork	-P	Rep2
8.0603	NB	TotalRootNetwork	-P	Rep2
7.2475	NB	TotalRootNetwork	-P	Rep2
7.7724	NB	TotalRootNetwork	-P	Rep2
8.5175	NB	TotalRootNetwork	-P	Rep2
8.2973	NB	TotalRootNetwork	-P	Rep2
9.0593	NB	TotalRootNetwork	-P	Rep2
8.2973	NB	TotalRootNetwork	-P	Rep2
8.9239	NB	TotalRootNetwork	-P	Rep2
7.9756	NB	TotalRootNetwork	-P	Rep2
7.62	NB	TotalRootNetwork	-P	Rep2
8.7884	NB	TotalRootNetwork	-P	Rep2
8.89	NB	TotalRootNetwork	-P	Rep2
9.1609	NB	TotalRootNetwork	-P	Rep2
9.144	NB	TotalRootNetwork	-P	Rep2
7.8909	NB	TotalRootNetwork	-P	Rep2
8.5344	NB	TotalRootNetwork	-P	Rep2
7.7893	NB	TotalRootNetwork	-P	Rep2
2.8279	NB	TotalRootNetwork	Na	Rep2
2.8956	NB	TotalRootNetwork	Na	Rep2
3.3867	NB	TotalRootNetwork	Na	Rep2
3.2004	NB	TotalRootNetwork	Na	Rep2
4.3519	NB	TotalRootNetwork	Na	Rep2
3.1496	NB	TotalRootNetwork	Na	Rep2
4.5889	NB	TotalRootNetwork	Na	Rep2
2.2691	NB	TotalRootNetwork	Na	Rep2
4.1148	NB	TotalRootNetwork	Na	Rep2
8.8561	NB	TotalRootNetwork	31deg	Rep2
8.6868	NB	TotalRootNetwork	31deg	Rep2
8.9916	NB	TotalRootNetwork	31deg	Rep2
8.5683	NB	TotalRootNetwork	31deg	Rep2
8.0772	NB	TotalRootNetwork	31deg	Rep2
8.8392	NB	TotalRootNetwork	31deg	Rep2
7.3321	NB	TotalRootNetwork	31deg	Rep2
8.2296	NB	TotalRootNetwork	31deg	Rep2
4.7244	NB	TotalRootNetwork	31deg	Rep2
4.3011	NB	TotalRootNetwork	31deg	Rep2
8.3989	NB	TotalRootNetwork	31deg	Rep2
7.9079	NB	TotalRootNetwork	31deg	Rep2
9.1779	NB	TotalRootNetwork	31deg	Rep2
5.3679	NB	TotalRootNetwork	31deg	Rep2
8.3481	NB	TotalRootNetwork	31deg	Rep2
8.7207	NB	TotalRootNetwork	31deg	Rep2
6.0621	NB	TotalRootNetwork	31deg	Rep2
7.5692	NB	TotalRootNetwork	31deg	Rep2
5.4017	NB	TotalRootNetwork	31deg	Rep2
8.1619	NB	TotalRootNetwork	31deg	Rep2
3.8608	NB	TotalRootNetwork	31deg	Rep2
6.6548	NB	TotalRootNetwork	31deg	Rep2
6.8241	NB	TotalRootNetwork	31deg	Rep2
5.0292	NB	TotalRootNetwork	31deg	Rep2
8.1111	NB	TotalRootNetwork	31deg	Rep2
8.3989	NB	TotalRootNetwork	31deg	Rep2
8.6021	NB	TotalRootNetwork	31deg	Rep2
6.3161	NB	TotalRootNetwork	31deg	Rep2
7.3321	NB	TotalRootNetwork	pH8.2	Rep2
6.4685	NB	TotalRootNetwork	pH8.2	Rep2
6.7564	NB	TotalRootNetwork	pH8.2	Rep2
7.2644	NB	TotalRootNetwork	pH8.2	Rep2
6.1468	NB	TotalRootNetwork	pH8.2	Rep2
3.4375	NB	TotalRootNetwork	pH8.2	Rep2
6.0621	NB	TotalRootNetwork	pH8.2	Rep2
4.4535	NB	TotalRootNetwork	pH8.2	Rep2
6.5701	NB	TotalRootNetwork	pH8.2	Rep2
3.7931	NB	TotalRootNetwork	pH8.2	Rep2
5.4187	NB	TotalRootNetwork	pH8.2	Rep2
6.2145	NB	TotalRootNetwork	pH8.2	Rep2
6.3331	NB	TotalRootNetwork	pH8.2	Rep2
5.6219	NB	TotalRootNetwork	pH8.2	Rep2
5.9605	NB	TotalRootNetwork	pH8.2	Rep2
6.2992	NB	TotalRootNetwork	pH8.2	Rep2
6.3669	NB	TotalRootNetwork	pH8.2	Rep2
5.8081	NB	TotalRootNetwork	pH8.2	Rep2
6.3839	NB	TotalRootNetwork	pH8.2	Rep2
5.6557	NB	TotalRootNetwork	pH8.2	Rep2
3.7761	NB	TotalRootNetwork	pH8.2	Rep2
4.7921	NB	TotalRootNetwork	MS	Rep2
5.6219	NB	TotalRootNetwork	MS	Rep2
5.1477	NB	TotalRootNetwork	MS	Rep2
6.2992	NB	TotalRootNetwork	MS	Rep2
7.0781	NB	TotalRootNetwork	MS	Rep2
7.366	NB	TotalRootNetwork	MS	Rep2
7.1459	NB	TotalRootNetwork	MS	Rep2
7.6369	NB	TotalRootNetwork	MS	Rep2
6.8241	NB	TotalRootNetwork	MS	Rep2
3.7084	DOV	TotalRootNetwork	MS	Rep3
3.2004	DOV	TotalRootNetwork	MS	Rep3
3.048	DOV	TotalRootNetwork	MS	Rep3
3.0141	DOV	TotalRootNetwork	MS	Rep3
2.9803	DOV	TotalRootNetwork	MS	Rep3
3.6576	DOV	TotalRootNetwork	MS	Rep3
3.9116	DOV	TotalRootNetwork	MS	Rep3
3.3867	DOV	TotalRootNetwork	MS	Rep3
4.5889	DOV	TotalRootNetwork	MS	Rep3
5.1985	DOV	TotalRootNetwork	MS	Rep3
3.6407	DOV	TotalRootNetwork	MS	Rep3
3.2681	DOV	TotalRootNetwork	MS	Rep3
3.7592	DOV	TotalRootNetwork	MS	Rep3
4.1487	DOV	TotalRootNetwork	MS	Rep3
3.6915	DOV	TotalRootNetwork	MS	Rep3
2.9803	DOV	TotalRootNetwork	MS	Rep3
3.0141	DOV	TotalRootNetwork	MS	Rep3
2.9972	DOV	TotalRootNetwork	MS	Rep3
3.6745	DOV	TotalRootNetwork	MS	Rep3
3.4205	DOV	TotalRootNetwork	Control	Rep3
4.2333	DOV	TotalRootNetwork	Control	Rep3
5.9775	DOV	TotalRootNetwork	Control	Rep3
6.1468	DOV	TotalRootNetwork	Control	Rep3
6.5193	DOV	TotalRootNetwork	Control	Rep3
4.8599	DOV	TotalRootNetwork	Control	Rep3
5.6557	DOV	TotalRootNetwork	Control	Rep3
4.9276	DOV	TotalRootNetwork	Control	Rep3
6.3161	DOV	TotalRootNetwork	Control	Rep3
8.7376	DOV	TotalRootNetwork	Control	Rep3
4.9445	DOV	TotalRootNetwork	Control	Rep3
4.5551	DOV	TotalRootNetwork	Control	Rep3
4.7075	DOV	TotalRootNetwork	Control	Rep3
4.4365	DOV	TotalRootNetwork	Control	Rep3
4.4704	DOV	TotalRootNetwork	Control	Rep3
4.8768	DOV	TotalRootNetwork	Control	Rep3
3.7253	DOV	TotalRootNetwork	Control	Rep3
3.8947	DOV	TotalRootNetwork	Control	Rep3
4.2333	DOV	TotalRootNetwork	Control	Rep3
2.9972	DOV	TotalRootNetwork	Control	Rep3
4.8091	DOV	TotalRootNetwork	Control	Rep3
4.8768	DOV	TotalRootNetwork	Control	Rep3
4.8599	DOV	TotalRootNetwork	Control	Rep3
4.4365	DOV	TotalRootNetwork	Control	Rep3
6.2145	DOV	TotalRootNetwork	Control	Rep3
4.2164	DOV	TotalRootNetwork	Control	Rep3
4.5889	DOV	TotalRootNetwork	Control	Rep3
4.9445	DOV	TotalRootNetwork	Control	Rep3
5.7573	DOV	TotalRootNetwork	Control	Rep3
5.9267	DOV	TotalRootNetwork	Control	Rep3
8.2465	DOV	TotalRootNetwork	-P	Rep3
7.3999	DOV	TotalRootNetwork	-P	Rep3
7.9587	DOV	TotalRootNetwork	-P	Rep3
8.3651	DOV	TotalRootNetwork	-P	Rep3
7.8063	DOV	TotalRootNetwork	-P	Rep3
7.7047	DOV	TotalRootNetwork	-P	Rep3
7.8909	DOV	TotalRootNetwork	-P	Rep3
8.6021	DOV	TotalRootNetwork	-P	Rep3
8.3989	DOV	TotalRootNetwork	-P	Rep3
8.3481	DOV	TotalRootNetwork	-P	Rep3
5.6049	DOV	TotalRootNetwork	-P	Rep3
8.7545	DOV	TotalRootNetwork	-P	Rep3
6.8411	DOV	TotalRootNetwork	-P	Rep3
8.0433	DOV	TotalRootNetwork	-P	Rep3
8.382	DOV	TotalRootNetwork	-P	Rep3
8.8392	DOV	TotalRootNetwork	-P	Rep3
9.0593	DOV	TotalRootNetwork	-P	Rep3
9.398	DOV	TotalRootNetwork	-P	Rep3
9.1101	DOV	TotalRootNetwork	-P	Rep3
8.2127	DOV	TotalRootNetwork	-P	Rep3
8.5852	DOV	TotalRootNetwork	-P	Rep3
8.9239	DOV	TotalRootNetwork	-P	Rep3
9.0593	DOV	TotalRootNetwork	-P	Rep3
8.5175	DOV	TotalRootNetwork	-P	Rep3
8.0264	DOV	TotalRootNetwork	-P	Rep3
8.7037	DOV	TotalRootNetwork	-P	Rep3
8.8561	DOV	TotalRootNetwork	-P	Rep3
9.2964	DOV	TotalRootNetwork	-P	Rep3
9.0085	DOV	TotalRootNetwork	-P	Rep3
8.7207	DOV	TotalRootNetwork	-P	Rep3
4.3688	DOV	TotalRootNetwork	pH8.2	Rep3
3.4544	DOV	TotalRootNetwork	pH8.2	Rep3
3.6068	DOV	TotalRootNetwork	pH8.2	Rep3
4.064	DOV	TotalRootNetwork	pH8.2	Rep3
3.5899	DOV	TotalRootNetwork	pH8.2	Rep3
3.8608	DOV	TotalRootNetwork	pH8.2	Rep3
3.8608	DOV	TotalRootNetwork	pH8.2	Rep3
3.6237	DOV	TotalRootNetwork	pH8.2	Rep3
4.4704	DOV	TotalRootNetwork	pH8.2	Rep3
3.3867	DOV	TotalRootNetwork	pH8.2	Rep3
3.81	DOV	TotalRootNetwork	pH8.2	Rep3
3.81	DOV	TotalRootNetwork	pH8.2	Rep3
4.1317	DOV	TotalRootNetwork	pH8.2	Rep3
4.2503	DOV	TotalRootNetwork	pH8.2	Rep3
4.3349	DOV	TotalRootNetwork	pH8.2	Rep3
3.8269	DOV	TotalRootNetwork	pH8.2	Rep3
3.9116	DOV	TotalRootNetwork	pH8.2	Rep3
3.4205	DOV	TotalRootNetwork	pH8.2	Rep3
4.8429	DOV	TotalRootNetwork	pH8.2	Rep3
3.5899	DOV	TotalRootNetwork	pH8.2	Rep3
3.9455	DOV	TotalRootNetwork	pH8.2	Rep3
3.6915	DOV	TotalRootNetwork	pH8.2	Rep3
3.8608	DOV	TotalRootNetwork	pH8.2	Rep3
3.9793	DOV	TotalRootNetwork	pH8.2	Rep3
3.7253	DOV	TotalRootNetwork	pH8.2	Rep3
4.5043	DOV	TotalRootNetwork	pH8.2	Rep3
3.9963	DOV	TotalRootNetwork	pH8.2	Rep3
3.6237	DOV	TotalRootNetwork	pH8.2	Rep3
3.1496	DOV	TotalRootNetwork	pH8.2	Rep3
3.4883	DOV	TotalRootNetwork	pH8.2	Rep3
4.5381	DOV	TotalRootNetwork	Na	Rep3
4.7075	DOV	TotalRootNetwork	Na	Rep3
3.3697	DOV	TotalRootNetwork	Na	Rep3
4.3349	DOV	TotalRootNetwork	Na	Rep3
4.0979	DOV	TotalRootNetwork	Na	Rep3
3.4883	DOV	TotalRootNetwork	Na	Rep3
3.8439	DOV	TotalRootNetwork	Na	Rep3
4.8429	DOV	TotalRootNetwork	Na	Rep3
4.8937	DOV	TotalRootNetwork	Na	Rep3
4.9107	DOV	TotalRootNetwork	Na	Rep3
4.5043	DOV	TotalRootNetwork	Na	Rep3
5.0292	DOV	TotalRootNetwork	Na	Rep3
4.4027	DOV	TotalRootNetwork	Na	Rep3
5.9097	DOV	TotalRootNetwork	Na	Rep3
5.2663	DOV	TotalRootNetwork	Na	Rep3
4.3011	DOV	TotalRootNetwork	Na	Rep3
5.9436	DOV	TotalRootNetwork	Na	Rep3
5.6388	DOV	TotalRootNetwork	Na	Rep3
5.2493	DOV	TotalRootNetwork	Na	Rep3
5.6049	DOV	TotalRootNetwork	Na	Rep3
5.2832	DOV	TotalRootNetwork	Na	Rep3
3.302	DOV	TotalRootNetwork	Na	Rep3
6.2315	DOV	TotalRootNetwork	Na	Rep3
