Length	SynCom	Experiment	Condition	Rep
4.3857	DOV	TotalRootNetwork	Na	Rep3
4.572	DOV	TotalRootNetwork	Na	Rep3
5.6049	NB	TotalRootNetwork	MS	Rep3
8.128	NB	TotalRootNetwork	MS	Rep3
5.8589	NB	TotalRootNetwork	MS	Rep3
6.7564	NB	TotalRootNetwork	MS	Rep3
7.2813	NB	TotalRootNetwork	MS	Rep3
8.6191	NB	TotalRootNetwork	MS	Rep3
5.6049	NB	TotalRootNetwork	MS	Rep3
9.4827	NB	TotalRootNetwork	MS	Rep3
7.5353	NB	TotalRootNetwork	MS	Rep3
9.1948	NB	TotalRootNetwork	MS	Rep3
8.1111	NB	TotalRootNetwork	MS	Rep3
8.6868	NB	TotalRootNetwork	MS	Rep3
8.6191	NB	TotalRootNetwork	MS	Rep3
8.8392	NB	TotalRootNetwork	MS	Rep3
8.6529	NB	TotalRootNetwork	MS	Rep3
8.636	NB	TotalRootNetwork	Control	Rep3
6.1299	NB	TotalRootNetwork	Control	Rep3
9.0085	NB	TotalRootNetwork	Control	Rep3
8.5175	NB	TotalRootNetwork	Control	Rep3
9.0424	NB	TotalRootNetwork	Control	Rep3
9.0763	NB	TotalRootNetwork	Control	Rep3
8.5175	NB	TotalRootNetwork	Control	Rep3
8.7884	NB	TotalRootNetwork	Control	Rep3
8.5175	NB	TotalRootNetwork	Control	Rep3
8.9408	NB	TotalRootNetwork	Control	Rep3
7.8909	NB	TotalRootNetwork	Control	Rep3
8.2973	NB	TotalRootNetwork	Control	Rep3
7.9587	NB	TotalRootNetwork	Control	Rep3
8.6868	NB	TotalRootNetwork	Control	Rep3
6.3331	NB	TotalRootNetwork	Control	Rep3
8.5344	NB	TotalRootNetwork	Control	Rep3
8.2127	NB	TotalRootNetwork	Control	Rep3
8.7545	NB	TotalRootNetwork	Control	Rep3
8.6699	NB	TotalRootNetwork	Control	Rep3
7.6877	NB	TotalRootNetwork	Control	Rep3
8.4497	NB	TotalRootNetwork	Control	Rep3
8.4667	NB	TotalRootNetwork	Control	Rep3
8.9916	NB	TotalRootNetwork	Control	Rep3
8.4497	NB	TotalRootNetwork	Control	Rep3
8.7376	NB	TotalRootNetwork	Control	Rep3
9.398	NB	TotalRootNetwork	Control	Rep3
9.0424	NB	TotalRootNetwork	Control	Rep3
8.9408	NB	TotalRootNetwork	Control	Rep3
9.0424	NB	TotalRootNetwork	Control	Rep3
9.144	NB	TotalRootNetwork	Control	Rep3
9.5165	NB	TotalRootNetwork	-P	Rep3
9.1779	NB	TotalRootNetwork	-P	Rep3
9.144	NB	TotalRootNetwork	-P	Rep3
9.1779	NB	TotalRootNetwork	-P	Rep3
8.2804	NB	TotalRootNetwork	-P	Rep3
9.2287	NB	TotalRootNetwork	-P	Rep3
9.3303	NB	TotalRootNetwork	-P	Rep3
8.89	NB	TotalRootNetwork	-P	Rep3
8.8731	NB	TotalRootNetwork	-P	Rep3
8.89	NB	TotalRootNetwork	-P	Rep3
9.6012	NB	TotalRootNetwork	-P	Rep3
9.4827	NB	TotalRootNetwork	-P	Rep3
9.4996	NB	TotalRootNetwork	-P	Rep3
9.8044	NB	TotalRootNetwork	-P	Rep3
9.5165	NB	TotalRootNetwork	-P	Rep3
9.9568	NB	TotalRootNetwork	-P	Rep3
10.0753	NB	TotalRootNetwork	-P	Rep3
9.3133	NB	TotalRootNetwork	-P	Rep3
9.2456	NB	TotalRootNetwork	-P	Rep3
9.0255	NB	TotalRootNetwork	-P	Rep3
9.0085	NB	TotalRootNetwork	-P	Rep3
4.7752	NB	TotalRootNetwork	-P	Rep3
8.9916	NB	TotalRootNetwork	-P	Rep3
8.8392	NB	TotalRootNetwork	-P	Rep3
9.0255	NB	TotalRootNetwork	-P	Rep3
8.9747	NB	TotalRootNetwork	-P	Rep3
9.0932	NB	TotalRootNetwork	-P	Rep3
8.7715	NB	TotalRootNetwork	-P	Rep3
8.6191	NB	TotalRootNetwork	-P	Rep3
9.1609	NB	TotalRootNetwork	-P	Rep3
8.4159	NB	TotalRootNetwork	pH8.2	Rep3
6.1468	NB	TotalRootNetwork	pH8.2	Rep3
8.8223	NB	TotalRootNetwork	pH8.2	Rep3
8.6529	NB	TotalRootNetwork	pH8.2	Rep3
8.6868	NB	TotalRootNetwork	pH8.2	Rep3
6.6209	NB	TotalRootNetwork	pH8.2	Rep3
8.6529	NB	TotalRootNetwork	pH8.2	Rep3
8.5344	NB	TotalRootNetwork	pH8.2	Rep3
7.2136	NB	TotalRootNetwork	pH8.2	Rep3
8.5683	NB	TotalRootNetwork	pH8.2	Rep3
5.9097	NB	TotalRootNetwork	pH8.2	Rep3
5.1985	NB	TotalRootNetwork	pH8.2	Rep3
7.4676	NB	TotalRootNetwork	pH8.2	Rep3
8.6529	NB	TotalRootNetwork	pH8.2	Rep3
8.7884	NB	TotalRootNetwork	pH8.2	Rep3
8.4667	NB	TotalRootNetwork	pH8.2	Rep3
5.3509	NB	TotalRootNetwork	pH8.2	Rep3
7.3491	NB	TotalRootNetwork	pH8.2	Rep3
8.0603	NB	TotalRootNetwork	pH8.2	Rep3
5.7235	NB	TotalRootNetwork	pH8.2	Rep3
8.4836	NB	TotalRootNetwork	pH8.2	Rep3
8.8053	NB	TotalRootNetwork	pH8.2	Rep3
8.6868	NB	TotalRootNetwork	pH8.2	Rep3
9.0424	NB	TotalRootNetwork	pH8.2	Rep3
8.8561	NB	TotalRootNetwork	pH8.2	Rep3
8.2465	NB	TotalRootNetwork	pH8.2	Rep3
8.8731	NB	TotalRootNetwork	pH8.2	Rep3
8.5344	NB	TotalRootNetwork	pH8.2	Rep3
8.8561	NB	TotalRootNetwork	pH8.2	Rep3
5.6557	NB	TotalRootNetwork	Na	Rep3
4.9953	NB	TotalRootNetwork	Na	Rep3
4.7752	NB	TotalRootNetwork	Na	Rep3
6.4347	NB	TotalRootNetwork	Na	Rep3
5.8928	NB	TotalRootNetwork	Na	Rep3
5.0292	NB	TotalRootNetwork	Na	Rep3
4.2164	NB	TotalRootNetwork	Na	Rep3
5.6896	NB	TotalRootNetwork	Na	Rep3
4.6228	NB	TotalRootNetwork	Na	Rep3
5.0969	NB	TotalRootNetwork	Na	Rep3
3.2681	NB	TotalRootNetwork	Na	Rep3
3.3359	NB	TotalRootNetwork	Na	Rep3
4.5381	NB	TotalRootNetwork	Na	Rep3
3.8777	NB	TotalRootNetwork	Na	Rep3
4.1825	NB	TotalRootNetwork	Na	Rep3
4.318	NB	TotalRootNetwork	Na	Rep3
3.8269	NB	TotalRootNetwork	Na	Rep3
6.1299	NB	TotalRootNetwork	Na	Rep3
6.3331	NB	TotalRootNetwork	Na	Rep3
4.6905	NB	TotalRootNetwork	Na	Rep3
6.1807	NB	TotalRootNetwork	Na	Rep3
4.6059	NB	TotalRootNetwork	Na	Rep3
5.6388	NB	TotalRootNetwork	Na	Rep3
4.6059	NB	TotalRootNetwork	Na	Rep3
5.0631	NB	TotalRootNetwork	Na	Rep3
5.9097	Full	TotalRootNetwork	MS	Rep3
6.1129	Full	TotalRootNetwork	MS	Rep3
6.5024	Full	TotalRootNetwork	MS	Rep3
5.9605	Full	TotalRootNetwork	MS	Rep3
6.1129	Full	TotalRootNetwork	MS	Rep3
5.0461	Full	TotalRootNetwork	MS	Rep3
6.9427	Full	TotalRootNetwork	MS	Rep3
5.9267	Full	TotalRootNetwork	MS	Rep3
6.1468	Full	TotalRootNetwork	MS	Rep3
6.35	Full	TotalRootNetwork	MS	Rep3
5.588	Full	TotalRootNetwork	MS	Rep3
7.2136	Full	TotalRootNetwork	MS	Rep3
7.0273	Full	TotalRootNetwork	MS	Rep3
5.8759	Full	TotalRootNetwork	MS	Rep3
5.6727	Full	TotalRootNetwork	MS	Rep3
5.4695	Full	TotalRootNetwork	MS	Rep3
5.2493	Full	TotalRootNetwork	MS	Rep3
7.112	Full	TotalRootNetwork	MS	Rep3
6.4008	Full	TotalRootNetwork	MS	Rep3
6.8919	Full	TotalRootNetwork	MS	Rep3
8.5005	Full	TotalRootNetwork	Control	Rep3
8.382	Full	TotalRootNetwork	Control	Rep3
7.9248	Full	TotalRootNetwork	Control	Rep3
7.5523	Full	TotalRootNetwork	Control	Rep3
8.6868	Full	TotalRootNetwork	Control	Rep3
6.2484	Full	TotalRootNetwork	Control	Rep3
7.7893	Full	TotalRootNetwork	Control	Rep3
7.7893	Full	TotalRootNetwork	Control	Rep3
7.8232	Full	TotalRootNetwork	Control	Rep3
7.9079	Full	TotalRootNetwork	Control	Rep3
8.128	Full	TotalRootNetwork	Control	Rep3
8.6021	Full	TotalRootNetwork	Control	Rep3
6.8241	Full	TotalRootNetwork	Control	Rep3
8.6868	Full	TotalRootNetwork	Control	Rep3
8.4667	Full	TotalRootNetwork	Control	Rep3
8.4159	Full	TotalRootNetwork	Control	Rep3
9.0424	Full	TotalRootNetwork	Control	Rep3
7.366	Full	TotalRootNetwork	Control	Rep3
5.3509	Full	TotalRootNetwork	Control	Rep3
5.334	Full	TotalRootNetwork	Control	Rep3
7.2644	Full	TotalRootNetwork	Control	Rep3
6.5701	Full	TotalRootNetwork	Control	Rep3
6.858	Full	TotalRootNetwork	Control	Rep3
9.2117	Full	TotalRootNetwork	Control	Rep3
7.2644	Full	TotalRootNetwork	Control	Rep3
7.8063	Full	TotalRootNetwork	Control	Rep3
3.9285	Full	TotalRootNetwork	Control	Rep3
7.0104	Full	TotalRootNetwork	Control	Rep3
7.7893	Full	TotalRootNetwork	-P	Rep3
7.9756	Full	TotalRootNetwork	-P	Rep3
8.1788	Full	TotalRootNetwork	-P	Rep3
9.4149	Full	TotalRootNetwork	-P	Rep3
8.9408	Full	TotalRootNetwork	-P	Rep3
9.2795	Full	TotalRootNetwork	-P	Rep3
8.8223	Full	TotalRootNetwork	-P	Rep3
9.3472	Full	TotalRootNetwork	-P	Rep3
8.8053	Full	TotalRootNetwork	-P	Rep3
9.3133	Full	TotalRootNetwork	-P	Rep3
9.3133	Full	TotalRootNetwork	-P	Rep3
8.8392	Full	TotalRootNetwork	-P	Rep3
8.5175	Full	TotalRootNetwork	-P	Rep3
8.4497	Full	TotalRootNetwork	-P	Rep3
9.3472	Full	TotalRootNetwork	-P	Rep3
9.2795	Full	TotalRootNetwork	-P	Rep3
9.3811	Full	TotalRootNetwork	-P	Rep3
9.5165	Full	TotalRootNetwork	-P	Rep3
9.2117	Full	TotalRootNetwork	-P	Rep3
9.0424	Full	TotalRootNetwork	-P	Rep3
9.1271	Full	TotalRootNetwork	-P	Rep3
9.3811	Full	TotalRootNetwork	-P	Rep3
9.2795	Full	TotalRootNetwork	-P	Rep3
8.5852	Full	TotalRootNetwork	-P	Rep3
9.5843	Full	TotalRootNetwork	-P	Rep3
9.7705	Full	TotalRootNetwork	-P	Rep3
9.2456	Full	TotalRootNetwork	-P	Rep3
9.1779	Full	TotalRootNetwork	-P	Rep3
9.0424	Full	TotalRootNetwork	-P	Rep3
6.6717	Full	TotalRootNetwork	pH8.2	Rep3
5.0969	Full	TotalRootNetwork	pH8.2	Rep3
5.1477	Full	TotalRootNetwork	pH8.2	Rep3
5.2832	Full	TotalRootNetwork	pH8.2	Rep3
5.4525	Full	TotalRootNetwork	pH8.2	Rep3
5.6388	Full	TotalRootNetwork	pH8.2	Rep3
4.2164	Full	TotalRootNetwork	pH8.2	Rep3
5.7743	Full	TotalRootNetwork	pH8.2	Rep3
4.6228	Full	TotalRootNetwork	pH8.2	Rep3
5.3001	Full	TotalRootNetwork	pH8.2	Rep3
4.7583	Full	TotalRootNetwork	pH8.2	Rep3
4.9445	Full	TotalRootNetwork	pH8.2	Rep3
4.3688	Full	TotalRootNetwork	pH8.2	Rep3
4.1656	Full	TotalRootNetwork	pH8.2	Rep3
5.2155	Full	TotalRootNetwork	pH8.2	Rep3
4.3011	Full	TotalRootNetwork	pH8.2	Rep3
5.9944	Full	TotalRootNetwork	pH8.2	Rep3
4.6397	Full	TotalRootNetwork	pH8.2	Rep3
5.0123	Full	TotalRootNetwork	pH8.2	Rep3
4.7413	Full	TotalRootNetwork	pH8.2	Rep3
4.1825	Full	TotalRootNetwork	pH8.2	Rep3
4.7413	Full	TotalRootNetwork	pH8.2	Rep3
6.3839	Full	TotalRootNetwork	pH8.2	Rep3
5.6219	Full	TotalRootNetwork	pH8.2	Rep3
5.1816	Full	TotalRootNetwork	pH8.2	Rep3
4.6397	Full	TotalRootNetwork	pH8.2	Rep3
5.2663	Full	TotalRootNetwork	pH8.2	Rep3
5.8081	Full	TotalRootNetwork	pH8.2	Rep3
3.5221	Full	TotalRootNetwork	pH8.2	Rep3
3.9793	Full	TotalRootNetwork	pH8.2	Rep3
4.9953	Full	TotalRootNetwork	Na	Rep3
4.7075	Full	TotalRootNetwork	Na	Rep3
6.1299	Full	TotalRootNetwork	Na	Rep3
5.2663	Full	TotalRootNetwork	Na	Rep3
5.6049	Full	TotalRootNetwork	Na	Rep3
5.9267	Full	TotalRootNetwork	Na	Rep3
7.0781	Full	TotalRootNetwork	Na	Rep3
5.6727	Full	TotalRootNetwork	Na	Rep3
5.8081	Full	TotalRootNetwork	Na	Rep3
4.6228	Full	TotalRootNetwork	Na	Rep3
4.4873	Full	TotalRootNetwork	Na	Rep3
3.5899	Full	TotalRootNetwork	Na	Rep3
5.6219	Full	TotalRootNetwork	Na	Rep3
6.0113	Full	TotalRootNetwork	Na	Rep3
3.1835	Full	TotalRootNetwork	Na	Rep3
4.2672	Full	TotalRootNetwork	Na	Rep3
3.7423	Full	TotalRootNetwork	Na	Rep3
5.0292	Full	TotalRootNetwork	Na	Rep3
3.2512	Full	TotalRootNetwork	Na	Rep3
3.8608	Full	TotalRootNetwork	Na	Rep3
6.0113	Full	TotalRootNetwork	Na	Rep3
4.2672	Full	TotalRootNetwork	Na	Rep3
5.588	Full	TotalRootNetwork	Na	Rep3
3.5221	Full	TotalRootNetwork	Na	Rep3
5.5711	Full	TotalRootNetwork	Na	Rep3
3.6068	Full	TotalRootNetwork	Na	Rep3
4.5889	Full	TotalRootNetwork	Na	Rep3
5.6727	Full	TotalRootNetwork	Na	Rep3
4.7413	Full	TotalRootNetwork	Na	Rep3
6.7395	Full	TotalRootNetwork	Control	Rep3
7.2983	Full	TotalRootNetwork	Control	Rep3
7.8232	Full	TotalRootNetwork	Control	Rep3
7.1459	Full	TotalRootNetwork	Control	Rep3
6.4516	Full	TotalRootNetwork	Control	Rep3
6.5024	Full	TotalRootNetwork	Control	Rep3
7.7047	Full	TotalRootNetwork	Control	Rep3
6.9427	Full	TotalRootNetwork	Control	Rep3
7.3491	Full	TotalRootNetwork	Control	Rep3
6.5363	Full	TotalRootNetwork	Control	Rep3
7.6539	Full	TotalRootNetwork	Control	Rep3
5.7065	Full	TotalRootNetwork	Control	Rep3
6.8072	Full	TotalRootNetwork	Control	Rep3
8.0433	Full	TotalRootNetwork	Control	Rep3
7.8401	Full	TotalRootNetwork	Control	Rep3
8.128	Full	TotalRootNetwork	Control	Rep3
7.5523	Full	TotalRootNetwork	Control	Rep3
7.5523	Full	TotalRootNetwork	Control	Rep3
7.7555	Full	TotalRootNetwork	Control	Rep3
7.3999	Full	TotalRootNetwork	Control	Rep3
7.7047	Full	TotalRootNetwork	Control	Rep3
7.874	Full	TotalRootNetwork	Control	Rep3
9.3811	Full	TotalRootNetwork	Control	Rep3
8.8561	Full	TotalRootNetwork	Control	Rep3
9.1948	Full	TotalRootNetwork	Control	Rep3
6.5532	Full	TotalRootNetwork	Control	Rep3
8.6021	Full	TotalRootNetwork	Control	Rep3
8.636	Full	TotalRootNetwork	Control	Rep3
8.2804	Full	TotalRootNetwork	Control	Rep3
7.366	Full	TotalRootNetwork	Control	Rep3
7.1797	Full	TotalRootNetwork	Control	Rep3
8.0264	Full	TotalRootNetwork	Control	Rep3
7.5523	Full	TotalRootNetwork	Control	Rep3
7.8232	Full	TotalRootNetwork	Control	Rep3
7.7893	Full	TotalRootNetwork	Control	Rep3
7.6539	Full	TotalRootNetwork	Control	Rep3
9.0763	NB	TotalRootNetwork	31deg	Rep3
8.8053	NB	TotalRootNetwork	31deg	Rep3
8.8392	NB	TotalRootNetwork	31deg	Rep3
8.9916	NB	TotalRootNetwork	31deg	Rep3
8.1957	NB	TotalRootNetwork	31deg	Rep3
8.6868	NB	TotalRootNetwork	31deg	Rep3
8.6191	NB	TotalRootNetwork	31deg	Rep3
8.5852	NB	TotalRootNetwork	31deg	Rep3
7.3321	NB	TotalRootNetwork	31deg	Rep3
3.8269	NB	TotalRootNetwork	31deg	Rep3
9.2625	NB	TotalRootNetwork	31deg	Rep3
9.0932	NB	TotalRootNetwork	31deg	Rep3
8.6191	NB	TotalRootNetwork	31deg	Rep3
8.8053	NB	TotalRootNetwork	31deg	Rep3
9.3472	NB	TotalRootNetwork	31deg	Rep3
9.5335	NB	TotalRootNetwork	31deg	Rep3
8.9408	NB	TotalRootNetwork	31deg	Rep3
8.8561	NB	TotalRootNetwork	31deg	Rep3
8.3989	NB	TotalRootNetwork	31deg	Rep3
6.4685	NB	TotalRootNetwork	31deg	Rep3
8.5683	NB	TotalRootNetwork	31deg	Rep3
8.89	NB	TotalRootNetwork	31deg	Rep3
8.8392	NB	TotalRootNetwork	31deg	Rep3
8.9916	NB	TotalRootNetwork	31deg	Rep3
9.1948	NB	TotalRootNetwork	31deg	Rep3
8.5005	NB	TotalRootNetwork	31deg	Rep3
8.5344	NB	TotalRootNetwork	31deg	Rep3
8.5513	NB	TotalRootNetwork	31deg	Rep3
7.7047	NB	TotalRootNetwork	31deg	Rep3
5.842	NB	TotalRootNetwork	31deg	Rep3
7.2136	Full	TotalRootNetwork	31deg	Rep3
7.5692	Full	TotalRootNetwork	31deg	Rep3
6.8072	Full	TotalRootNetwork	31deg	Rep3
6.8411	Full	TotalRootNetwork	31deg	Rep3
5.9436	Full	TotalRootNetwork	31deg	Rep3
7.6708	Full	TotalRootNetwork	31deg	Rep3
7.4168	Full	TotalRootNetwork	31deg	Rep3
6.7733	Full	TotalRootNetwork	31deg	Rep3
7.0612	Full	TotalRootNetwork	31deg	Rep3
7.7555	Full	TotalRootNetwork	31deg	Rep3
5.9097	Full	TotalRootNetwork	31deg	Rep3
8.6021	Full	TotalRootNetwork	31deg	Rep3
7.8232	Full	TotalRootNetwork	31deg	Rep3
7.7893	Full	TotalRootNetwork	31deg	Rep3
7.2644	Full	TotalRootNetwork	31deg	Rep3
5.842	Full	TotalRootNetwork	31deg	Rep3
5.2832	Full	TotalRootNetwork	31deg	Rep3
7.3491	Full	TotalRootNetwork	31deg	Rep3
8.2635	Full	TotalRootNetwork	31deg	Rep3
3.4205	Full	TotalRootNetwork	31deg	Rep3
8.382	Full	TotalRootNetwork	31deg	Rep3
8.3143	Full	TotalRootNetwork	31deg	Rep3
7.5353	Full	TotalRootNetwork	31deg	Rep3
7.7047	Full	TotalRootNetwork	31deg	Rep3
8.2127	Full	TotalRootNetwork	31deg	Rep3
7.6369	Full	TotalRootNetwork	31deg	Rep3
6.5024	Full	TotalRootNetwork	31deg	Rep3
8.2635	Full	TotalRootNetwork	31deg	Rep3
7.5353	Full	TotalRootNetwork	31deg	Rep3
5.4017	DOV	TotalRootNetwork	31deg	Rep3
6.6887	DOV	TotalRootNetwork	31deg	Rep3
5.8251	DOV	TotalRootNetwork	31deg	Rep3
6.1468	DOV	TotalRootNetwork	31deg	Rep3
6.5024	DOV	TotalRootNetwork	31deg	Rep3
5.8251	DOV	TotalRootNetwork	31deg	Rep3
5.8589	DOV	TotalRootNetwork	31deg	Rep3
4.9784	DOV	TotalRootNetwork	31deg	Rep3
4.3857	DOV	TotalRootNetwork	31deg	Rep3
5.3171	DOV	TotalRootNetwork	31deg	Rep3
6.1129	DOV	TotalRootNetwork	31deg	Rep3
5.1647	DOV	TotalRootNetwork	31deg	Rep3
4.9107	DOV	TotalRootNetwork	31deg	Rep3
5.1139	DOV	TotalRootNetwork	31deg	Rep3
5.7235	DOV	TotalRootNetwork	31deg	Rep3
5.0123	DOV	TotalRootNetwork	31deg	Rep3
5.7912	DOV	TotalRootNetwork	31deg	Rep3
3.7931	DOV	TotalRootNetwork	31deg	Rep3
6.3839	DOV	TotalRootNetwork	31deg	Rep3
6.3669	DOV	TotalRootNetwork	31deg	Rep3
6.7395	DOV	TotalRootNetwork	31deg	Rep3
6.0452	DOV	TotalRootNetwork	31deg	Rep3
5.5711	DOV	TotalRootNetwork	31deg	Rep3
5.2663	DOV	TotalRootNetwork	31deg	Rep3
4.7921	DOV	TotalRootNetwork	31deg	Rep3
5.3509	DOV	TotalRootNetwork	31deg	Rep3
4.9615	DOV	TotalRootNetwork	31deg	Rep3
8.4582	Full	TotalRootNetwork	Control	Rep1
8.7884	Full	TotalRootNetwork	Control	Rep1
7.6962	Full	TotalRootNetwork	Control	Rep1
7.62	Full	TotalRootNetwork	Control	Rep1
6.6802	Full	TotalRootNetwork	Control	Rep1
8.001	Full	TotalRootNetwork	Control	Rep1
8.509	Full	TotalRootNetwork	Control	Rep1
7.4168	Full	TotalRootNetwork	Control	Rep1
7.366	Full	TotalRootNetwork	Control	Rep1
7.9502	Full	TotalRootNetwork	Control	Rep1
7.4168	Full	TotalRootNetwork	Control	Rep1
6.0706	Full	TotalRootNetwork	Control	Rep1
6.3754	Full	TotalRootNetwork	Control	Rep1
6.8326	Full	TotalRootNetwork	Control	Rep1
6.6802	Full	TotalRootNetwork	Control	Rep1
6.5532	Full	TotalRootNetwork	Control	Rep1
7.3152	Full	TotalRootNetwork	Control	Rep1
7.8994	Full	TotalRootNetwork	Control	Rep1
6.7564	Full	TotalRootNetwork	Control	Rep1
7.6962	Full	TotalRootNetwork	Control	Rep1
7.4676	Full	TotalRootNetwork	Control	Rep1
4.8006	Full	TotalRootNetwork	Control	Rep1
4.191	Full	TotalRootNetwork	Control	Rep1
8.2804	Full	TotalRootNetwork	Control	Rep1
7.62	Full	TotalRootNetwork	Control	Rep1
7.62	Full	TotalRootNetwork	Control	Rep1
6.2738	Full	TotalRootNetwork	Control	Rep1
6.5278	Full	TotalRootNetwork	Control	Rep1
5.0038	Full	TotalRootNetwork	Control	Rep1
4.5466	DOV	TotalRootNetwork	Control	Rep1
4.7752	DOV	TotalRootNetwork	Control	Rep1
5.0546	DOV	TotalRootNetwork	Control	Rep1
4.9022	DOV	TotalRootNetwork	Control	Rep1
4.8514	DOV	TotalRootNetwork	Control	Rep1
4.7752	DOV	TotalRootNetwork	Control	Rep1
4.4196	DOV	TotalRootNetwork	Control	Rep1
4.3434	DOV	TotalRootNetwork	Control	Rep1
4.2164	DOV	TotalRootNetwork	Control	Rep1
5.0546	DOV	TotalRootNetwork	Control	Rep1
5.207	DOV	TotalRootNetwork	Control	Rep1
6.477	DOV	TotalRootNetwork	Control	Rep1
4.9276	DOV	TotalRootNetwork	Control	Rep1
3.302	DOV	TotalRootNetwork	Control	Rep1
5.207	DOV	TotalRootNetwork	Control	Rep1
5.334	DOV	TotalRootNetwork	Control	Rep1
3.7846	DOV	TotalRootNetwork	Control	Rep1
5.3594	DOV	TotalRootNetwork	Control	Rep1
5.6134	DOV	TotalRootNetwork	Control	Rep1
5.2832	DOV	TotalRootNetwork	Control	Rep1
5.8928	DOV	TotalRootNetwork	Control	Rep1
5.0546	DOV	TotalRootNetwork	Control	Rep1
4.8514	DOV	TotalRootNetwork	Control	Rep1
5.842	DOV	TotalRootNetwork	Control	Rep1
5.1308	DOV	TotalRootNetwork	Control	Rep1
4.9276	DOV	TotalRootNetwork	Control	Rep1
4.8006	DOV	TotalRootNetwork	Control	Rep1
5.0292	DOV	TotalRootNetwork	Control	Rep1
9.398	NB	TotalRootNetwork	Control	Rep1
6.35	NB	TotalRootNetwork	Control	Rep1
9.1948	NB	TotalRootNetwork	Control	Rep1
6.985	NB	TotalRootNetwork	Control	Rep1
8.8138	NB	TotalRootNetwork	Control	Rep1
9.4996	NB	TotalRootNetwork	Control	Rep1
8.763	NB	TotalRootNetwork	Control	Rep1
3.4036	NB	TotalRootNetwork	Control	Rep1
7.8232	NB	TotalRootNetwork	Control	Rep1
8.509	NB	TotalRootNetwork	Control	Rep1
8.3566	NB	TotalRootNetwork	Control	Rep1
8.1788	NB	TotalRootNetwork	Control	Rep1
8.3566	NB	TotalRootNetwork	Control	Rep1
3.3274	NB	TotalRootNetwork	Control	Rep1
9.5504	NB	TotalRootNetwork	Control	Rep1
7.874	NB	TotalRootNetwork	Control	Rep1
7.4168	NB	TotalRootNetwork	Control	Rep1
7.7724	NB	TotalRootNetwork	Control	Rep1
8.7884	NB	TotalRootNetwork	Control	Rep1
5.3086	NB	TotalRootNetwork	Control	Rep1
8.0264	NB	TotalRootNetwork	Control	Rep1
8.9662	NB	TotalRootNetwork	Control	Rep1
9.398	NB	TotalRootNetwork	Control	Rep1
7.7216	NB	TotalRootNetwork	Control	Rep1
9.0424	NB	TotalRootNetwork	Control	Rep1
8.7122	NB	TotalRootNetwork	Control	Rep1
9.0678	NB	TotalRootNetwork	Control	Rep1
8.382	NB	TotalRootNetwork	Control	Rep1
8.3312	NB	TotalRootNetwork	Control	Rep1
